Hebrew,Transliteration,Root,Meaning,Part of speech
מוּשָּׂא,musa,נ - שׂ - א,object (grammar),"Noun –muktalpattern, masculine"
נָשִׂיא,nasi,נ - שׂ - א,president,"Noun –katilpattern, masculine"
נוֹשֵׂא,nose,נ - שׂ - א,"topic, theme; subject (grammar)","Noun –kotelpattern, masculine"
הֶישֵּׂג,heseg,נ - שׂ - ג,achievement,"Noun –hektelpattern, masculine"
מוּשָּׂג,musag,נ - שׂ - ג,"concept, idea","Noun –muktalpattern, masculine"
נְשִׁיכָה,neshicha,נ - שׁ - ך,bite,"Noun –ktilapattern, feminine"
נְשָׁמָה,neshama,נ - שׁ - ם,soul,"Noun –ktalapattern, feminine"
הַנְשָׁמָה,hanshama,נ - שׁ - ם,"resuscitation, artificial respiration","Noun –haktalapattern, feminine"
נְשִׁימָה,neshima,נ - שׁ - ם,"breath, breathing, respiration","Noun –ktilapattern, feminine"
נֶשֶׁף,neshef,נ - שׁ - ף,"party, ball, prom","Noun –ketelpattern, masculine"
יַנְשׁוּף,yanshuf,נ - שׁ - ף,owl,"Noun –yaktulpattern, masculine"
מַשִּׁיק,mashik,נ - שׁ - ק,tangent (line),"Noun –maktilpattern, masculine"
נְשִׁיקָה,neshika,נ - שׁ - ק,kiss,"Noun –ktilapattern, feminine"
נֵשֶׁק,neshek,נ - שׁ - ק,"weapon, armament","Noun –ketelpattern, masculine"
הַשָּׁקָה,hashaka,נ - שׁ - ק,"launch (of a new product, etc.)","Noun –haktalapattern, feminine"
נֶשֶׁר,nesher,נ - שׁ - ר,vulture,"Noun –ketelpattern, masculine"
מִנְשָׁר,minshar,נ - שׁ - ר,"manifest, platform (politics)","Noun –miktalpattern, masculine"
נָתִיב,nativ,נ - ת - ב,"route, path, track","Noun –katilpattern, masculine"
נִיתּוּחַ,nituach,נ - ת - ח,"surgery; analysis, investigation","Noun –kittulpattern, masculine"
נֶתַח,netach,נ - ת - ח,"piece, chunk; share","Noun –ketelpattern, masculine"
מַתֶּכֶת,matechet,נ - ת - ך,metal,"Noun –makteletpattern, feminine"
נְתוּנִים,netunim,נ - ת - ן,data,"Noun –katulpattern, masculine"
מַתָּנָה,matana,נ - ת - ן,gift,"Noun –miktalapattern, feminine"
מַתָּן,matan,נ - ת - ן,"giving, handing over (lit.); gift, present (biblical)","Noun –miktalpattern, masculine"
הִתְנַתְּקוּת,hitnatkut,נ - ת - ק,"disengagement, detachment, separation","Noun –hitkattlutpattern, feminine"
הִינָּתְקוּת,hinatkut,נ - ת - ק,"detachment, separation","Noun –hikkatlutpattern, feminine"
נִיתּוּק,nituk,נ - ת - ק,"cutoff (of electricity, etc.); severing, cutting; separation, severance (of relations)","Noun –kittulpattern, masculine"
נֶתֶק,netek,נ - ת - ק,"disconnection, disconnect, rift","Noun –ketelpattern, masculine"
נֶתֶר,neter,נ - ת - ר,"lye, leach, alkali","Noun –ketelpattern, masculine"
נַתְרָן,natran,נ - ת - ר,sodium,"Noun –katlanpattern, masculine"
הַתָּשָׁה,hatasha,נ - ת - שׁ,"attrition, weakening","Noun –haktalapattern, feminine"
סִיבָּה,siba,ס - ב - ב,"cause, reason","Noun –kitlapattern, feminine"
מְסִיבָּה,mesiba,ס - ב - ב,"party, gathering, event","Noun –mekilapattern, feminine"
סֵבֶב,sevev,ס - ב - ב,"round, turn, revolution","Noun –ketelpattern, masculine"
סְבִיבָה,sviva,ס - ב - ב,"environment, surroundings","Noun –ktilapattern, feminine"
הִסְתּוֹבְבוּת,histovevut,ס - ב - ב,"turning around (oneself), rotation; wandering around","Noun –hitkattlutpattern, feminine"
תִּסְבּוֹכֶת,tisbochet,ס - ב - ך,"confusion, mess, complication","Noun –tiktoletpattern, feminine"
תַּסְבִּיךְ,tasbich,ס - ב - ך,complex (psychology),"Noun –taktilpattern, masculine"
סֵבֶל,sevel,ס - ב - ל,"suffering, hardship","Noun –ketelpattern, masculine"
סַבָּל,sabal,ס - ב - ל,"porter, carrier","Noun –kattalpattern, masculine"
הִסְתַּבְּרוּת,histabrut,ס - ב - ר,probability,"Noun –hitkattlutpattern, feminine"
סְבָרָה,svara,ס - ב - ר,"conjecture, hypothesis; opinion","Noun –ktalapattern, feminine"
הֶסְבֵּר,hesber,ס - ב - ר,explanation,"Noun –hektelpattern, masculine"
הַסְבָּרָה,hasbara,ס - ב - ר,propaganda,"Noun –haktalapattern, feminine"
מִסְגָּד,misgad,ס - ג - ד,mosque,"Noun –miktalpattern, masculine"
הִסְתַּגְּלוּת,histaglut,ס - ג - ל,"adaptation, acclimation","Noun –hitkattlutpattern, feminine"
סְגוּלָּה,sgula,ס - ג - ל,"special property; talisman, folk remedy","Noun –ktullapattern, feminine"
סְגָן,sgan,ס - ג - ן,"deputy; vice- (president, admiral etc.)","Noun –ktalpattern, masculine"
סִיגְנוּן,signun,ס - ג - נ - ן,"styling, fashioning","Noun –kittulpattern, masculine"
הַסְגָּרָה,hasgara,ס - ג - ר,"extradition, handing over","Noun –haktalapattern, feminine"
סְגִירָה,sgira,ס - ג - ר,"closure, closing","Noun –ktilapattern, feminine"
מִסְגֶּרֶת,misgeret,ס - ג - ר,frame; framework,"Noun –mikteletpattern, feminine"
מַסְגֵּר,masger,ס - ג - ר,"welder, locksmith","Noun –maktelpattern, masculine"
הֶסְגֵּר,hesger,ס - ג - ר,"closure, blockade, quarantine, isolation","Noun –hektelpattern, masculine"
סֶגֶר,seger,ס - ג - ר,"curfew, closure; lock, clasp; bite (dentistry)","Noun –ketelpattern, masculine"
סַדְנָה,sadna,ס - ד - ן,workshop (place of manufacturing); workshop (study course),"Noun –katlapattern, feminine"
סֶדֶק,sedek,ס - ד - ק,"crack, split","Noun –ketelpattern, masculine"
סֵדֶר,seder,ס - ד - ר,"order, arrangement","Noun –ketelpattern, masculine"
סִדְרָה,sidra,ס - ד - ר,"sequence, series","Noun –kitlapattern, feminine"
סַדָּר,sadar,ס - ד - ר,"typesetter, compositor (typography)","Noun –kattalpattern, masculine"
סַדְרָן,sadran,ס - ד - ר,"steward, usher; dispatcher","Noun –katlanpattern, masculine"
סְדָר,sdar,ס - ד - ר,"typeset, composition (typography)","Noun –ktalpattern, masculine"
הֶסְדֵּר,hesder,ס - ד - ר,"agreement, arrangement, settlement","Noun –hektelpattern, masculine"
הִסְתַּדְּרוּת,histadrut,ס - ד - ר,"labour union, trade union; organising, getting along","Noun –hitkattlutpattern, feminine"
סִידּוּר,sidur,ס - ד - ר,"arrangement, ordering; prayer book","Noun –kittulpattern, masculine"
סַהַר,sahar,ס - ה - ר,"moon, crescent (lit.)","Noun –ketelpattern, masculine"
סוֹהֵר,soher,ס - ה - ר,"jailer, prison ward","Noun –kotelpattern, masculine"
סוֹהַר,sohar,ס - ה - ר,"prison, jail (in the expression בית סוהר)","Noun –kotelpattern, masculine"
הַסְווָאָה,hasva'a,ס - ו - א,camouflage,"Noun –haktalapattern, feminine"
סְחִיטָה,schita,ס - ח - ט,"squeezing, wringing, extraction of juice; extortion, blackmail","Noun –ktilapattern, feminine"
מַסְחֵטָה,mascheta,ס - ח - ט,"juicer, fruit press","Noun –maktelapattern, feminine"
סַחְטָן,sachtan,ס - ח - ט,"extortionist, blackmailer","Noun –katlanpattern, masculine"
סְחוֹפֶת,schofet,ס - ח - ף,"sediment, silt","Noun –ktoletpattern, feminine"
סְחִיפָה,schifa,ס - ח - ף,"erosion (geology); captivation, sweeping away, being inspired","Noun –ktilapattern, feminine"
מִסְחָר,mischar,ס - ח - ר,"trade, commerce","Noun –miktalpattern, masculine"
סְחוֹרָה,schora,ס - ח - ר,"commodity, good, merchandise","Noun –ktolapattern, feminine"
סַחַר,sachar,ס - ח - ר,"trade, commerce","Noun –ketelpattern, masculine"
סוֹחֵר,socher,ס - ח - ר,"merchant, trader","Noun –kotelpattern, masculine"
סִיחְרוּר,sichrur,ס - ח - ר - ר,"spin, tailspin, spinning dive (aviation)","Noun –kittulpattern, masculine"
סְטִייָּה,stiya,ס - ט - ה,deviation; digression; perversion,"Noun –ktilapattern, feminine"
סְטִירָה,stira,ס - ט - ר,"slap (on the face, cheek)","Noun –ktilapattern, feminine"
הִסְתַּייְּגוּת,histaygut,ס - י - ג,"doubt, hesitation","Noun –hitkattlutpattern, feminine"
סִיּוּט,siyut,ס - י - ט,nightmare,"Noun –kittulpattern, masculine"
סִיּוֹמֶת,siyomet,ס - י - ם,"suffix, ending (grammar)","Noun –kittoletpattern, feminine"
סִיּוּם,siyum,ס - י - ם,"conclusion, final part","Noun –kittulpattern, masculine"
סַייְעָן,say'an,ס - י - ע,collaborator,"Noun –katlanpattern, masculine"
סִיּוּעַ,siyua,ס - י - ע,"aid, help, support","Noun –kittulpattern, masculine"
סַיִף,sayif,ס - י - ף,"foil, fencing sword; fencing (sports)","Noun –ketelpattern, masculine"
סַייָּף,sayaf,ס - י - ף,fencer (sports),"Noun –kattalpattern, masculine"
סַייֶּרֶת,sayeret,ס - י - ר,patrol,"Noun –katteletpattern, feminine"
סִיּוּר,siyur,ס - י - ר,patrol; tour,"Noun –kittulpattern, masculine"
הֲסָרָה,hasara,ס - י - ר,"removal, withdrawal, revocation","Noun –haktalapattern, feminine"
סִיכּוּי,sikuy,ס - כ - ה,"chance, possibility; probability","Noun –kittulpattern, masculine"
מָסַךְ,masach,ס - כ - ך,"screen, curtain; monitor, display (computing)","Noun –miktalpattern, masculine"
סִיכָּה,sika,ס - כ - ך,pin; brooch; hair clip; staple,"Noun –kitlapattern, feminine"
סוּכָּה,suka,ס - כ - ך,"hut, bower, booth; sukkah (jewish ritual)","Noun –kutlapattern, feminine"
מוּסָךְ,musach,ס - כ - ך,"garage, auto repair shop","Noun –muktalpattern, masculine"
הִסְתַּכְּלוּת,histaklut,ס - כ - ל,observation,"Noun –hitkattlutpattern, feminine"
סִיכּוּל,sikul,ס - כ - ל,"thwarting, prevention","Noun –kittulpattern, masculine"
הֶסְכֵּם,heskem,ס - כ - ם,"agreement, accord, pact","Noun –hektelpattern, masculine"
סִיכּוּם,sikum,ס - כ - ם,"summary, conclusion","Noun –kittulpattern, masculine"
סְכוּם,schum,ס - כ - ם,"sum, amount (of money, etc.)","Noun –ktulpattern, masculine"
הַסְכָּמָה,haskama,ס - כ - ם,"consent, approval, agreement","Noun –haktalapattern, feminine"
סִיכּוּן,sikun,ס - כ - ן,"risk, danger","Noun –kittulpattern, masculine"
סַכָּנָה,sakana,ס - כ - ן,danger,"Noun –kattalapattern, feminine"
סוֹכֵן,sochen,ס - כ - ן,agent,"Noun –kotelpattern, masculine"
סַכִּין,sakin,ס - כ - ן,"knife, blade","Noun –kattilpattern, masculine"
סִיכְסוּךְ,sichsuch,ס - כ - ס - ך,"disagreement, conflict","Noun –kittulpattern, masculine"
סֶכֶר,secher,ס - כ - ר,"dam, floodgate","Noun –ketelpattern, masculine"
הֶסְכֵּת,hesket,ס - כ - ת,podcast,"Noun –hektelpattern, masculine"
תַּסְכִּית,taskit,ס - כ - ת,"radio play, radio drama","Noun –taktilpattern, masculine"
סְלִידָה,slida,ס - ל - ד,"disgust, revulsion","Noun –ktilapattern, feminine"
סְלִיחָה,slicha,ס - ל - ח,"pardon, forgiveness","Noun –ktilapattern, feminine"
מְסִילָּה,mesila,ס - ל - ל,"track; railroad track; path, trajectory, orbit","Noun –mekilapattern, feminine"
הַסְלָמָה,haslama,ס - ל - ם,"escalation, to aggravation","Noun –haktalapattern, feminine"
סֶלַע,sela,ס - ל - ע,"rock, stone","Noun –ketelpattern, masculine"
סִילּוּף,siluf,ס - ל - ף,"falsification, distortion","Noun –kittulpattern, masculine"
סִילּוּק,siluk,ס - ל - ק,"removal, dismissal","Noun –kittulpattern, masculine"
סֶלֶק,selek,ס - ל - ק,"beet, beetroot","Noun –ketelpattern, masculine"
סְלִיק,slik,ס - ל - ק,"stash, hiding place","Noun –ktilpattern, masculine"
סַמְכוּת,samchut,ס - מ - ך,authority; power of attorney,"Noun –katlutpattern, feminine"
הַסְמָכָה,hasmacha,ס - מ - ך,"authorisation, ordination","Noun –haktalapattern, feminine"
מִסְמָךְ,mismach,ס - מ - ך,"document, certificate","Noun –miktalpattern, masculine"
סְמִיכָה,smicha,ס - מ - ך,"graduation, ordination; Rabbinical certification","Noun –ktilapattern, feminine"
סֶמֶךְ,semech,ס - מ - ך,"basis, foundation, reliable source (rare)","Noun –ketelpattern, masculine"
סֵמֶל,semel,ס - מ - ל,symbol; emblem,"Noun –ketelpattern, masculine"
סַמָּל,samal,ס - מ - ל,sergeant,"Noun –kattalpattern, masculine"
סַם,sam,ס - מ - ם,"drug, narcotic","Noun –ketelpattern, masculine"
סִימּוּן,simun,ס - מ - ן,"signal, indication, marking","Noun –kittulpattern, masculine"
תִּסְמוֹנֶת,tismonet,ס - מ - ן,syndrome,"Noun –tiktoletpattern, feminine"
תַּסְמִין,tasmin,ס - מ - ן,symptom,"Noun –taktilpattern, masculine"
מַסְמֵר,masmer,ס - מ - ר,nail (carpentry),"Noun –maktelpattern, masculine"
סִנְגּוּר,singur,ס - נ - ג - ר,"defense (law), advocacy","Noun –kittulpattern, masculine"
סִינְווּר,sinvur,ס - נ - ו - ר,"dazzling, blinding temporarily","Noun –kittulpattern, masculine"
הִסְתַּנְווְרוּת,histanverut,ס - נ - ו - ר,"dazzling, being dazzled","Noun –hitkattlutpattern, feminine"
סִינְכְּרוּן,sinkrun,ס - נ - כ - ר - ן,synchronisation,"Noun –kittulpattern, masculine"
סִינּוּן,sinun,ס - נ - ן,"filtration, sorting","Noun –kittulpattern, masculine"
הִסְתַּנְּנוּת,histanenut,ס - נ - ן,infiltration,"Noun –hitkattlutpattern, feminine"
מַסְנֵן,masnen,ס - נ - ן,filter,"Noun –maktelpattern, masculine"
תַּסְנִין,tasnin,ס - נ - ן,filtrate; infiltrate (medicine),"Noun –taktilpattern, masculine"
מִסְנֶנֶת,misnenet,ס - נ - ן,"colander, strainer, sieve","Noun –mikteletpattern, feminine"
סְנִיף,snif,ס - נ - ף,"branch, office (of a bank or another business)","Noun –ktilpattern, masculine"
מִסְעָדָה,mis'ada,ס - ע - ד,restaurant,"Noun –miktalapattern, feminine"
סְעוּדָה,se'uda,ס - ע - ד,"meal, feast","Noun –ktulapattern, feminine"
סִיעוּד,si'ud,ס - ע - ד,nursing,"Noun –kittulpattern, masculine"
סְעִיף,se'if,ס - ע - ף,paragraph; clause (law),"Noun –ktilpattern, masculine"
הִסְתַּעֲרוּת,hista'arut,ס - ע - ר,"attack, assault, storming","Noun –hitkattlutpattern, feminine"
סְעָרָה,se'ara,ס - ע - ר,"storm, tempest","Noun –ktalapattern, feminine"
יַסְעוּר,yas'ur,ס - ע - ר,"petrel, shearwater","Noun –yaktulpattern, masculine"
מִסְפּוֹא,mispo,ס - פ - א,"fodder, animal feed","Noun –miktolpattern, masculine"
סְפִיגָה,sfiga,ס - פ - ג,absorption,"Noun –ktilapattern, feminine"
סְפוֹג,sfog,ס - פ - ג,sponge,"Noun –ktolpattern, masculine"
סִיפּוּחַ,sipuach,ס - פ - ח,annexation,"Noun –kittulpattern, masculine"
סֶפַח,sefach,ס - פ - ח,"stub (of a ticket, voucher, etc.); attachment, addendum","Noun –ketelpattern, masculine"
סֵפֶל,sefel,ס - פ - ל,"cup, mug","Noun –ketelpattern, masculine"
סֵפֶל,sefel,ס - פ - ל,"cup, mug","Noun –ketelpattern, masculine"
סִיפּוּן,sipun,ס - פ - ן,deck (of a ship),"Noun –kittulpattern, masculine"
סִפְנָה,sifna,ס - פ - ן,"ship, boat","Noun –kitlapattern, feminine"
סַפָּן,sapan,ס - פ - ן,"sailor, seaman","Noun –kattalpattern, masculine"
סְפִינָה,sfina,ס - פ - ן,"⛵ ship, boat","Noun –ktilapattern, feminine"
סַפְסָר,safsar,ס - פ - ס - ר,"profiteer, speculator","Noun –kattalpattern, masculine"
סַף,saf,ס - פ - ף,"threshold, doorstep","Noun –ketelpattern, masculine"
סִיפּוּק,sipuk,ס - פ - ק,"satisfaction, contentment","Noun –kittulpattern, masculine"
סְפִיקָה,sfika,ס - פ - ק,"sufficiency (esp. in compound אי־ספיקה: deficiency, failure)","Noun –ktilapattern, feminine"
סְפִיקָה,sfika,ס - פ - ק,"flow rate, throughput","Noun –ktilapattern, feminine"
סַפָּק,sapak,ס - פ - ק,supplier,"Noun –kattalpattern, masculine"
סָפֵק,safek,ס - פ - ק,"doubt, uncertainty","Noun –katelpattern, masculine"
הַסְפָּקָה,haspaka,ס - פ - ק,"supply, provision","Noun –haktalapattern, feminine"
אַסְפָּקָה,aspaka,ס - פ - ק,"supply, provision","Noun –aktalapattern, feminine"
תִּסְפּוֹרֶת,tisporet,ס - פ - ר,haircut,"Noun –tiktoletpattern, feminine"
סִיפּוּר,sipur,ס - פ - ר,"story, tale","Noun –kittulpattern, masculine"
סֵפֶר,sefer,ס - פ - ר,book,"Noun –ketelpattern, masculine"
סַפָּר,sapar,ס - פ - ר,"barber, hairdresser","Noun –kattalpattern, masculine"
סִפְרָה,sifra,ס - פ - ר,"digit, numeral","Noun –kitlapattern, feminine"
מִסְפָּרָה,mispara,ס - פ - ר,barbershop,"Noun –miktalapattern, feminine"
מִסְפָּר,mispar,ס - פ - ר,number,"Noun –miktalpattern, masculine"
סְפִירָה,sfira,ס - פ - ר,"count, counting; blood count (medicine); counting of years","Noun –ktilapattern, feminine"
סַפְרָן,safran,ס - פ - ר,librarian,"Noun –katlanpattern, masculine"
מִסְפָּרַייִם,misparayim,ס - פ - ר,✂️ scissors,"Noun –miktalpattern, masculine"
סוֹפֵר,sofer,ס - פ - ר,"writer, author; scribe","Noun –kotelpattern, masculine"
סְקִילָה,skila,ס - ק - ל,"stoning, killing by stones","Noun –ktilapattern, feminine"
סֶקֶר,seker,ס - ק - ר,"survey, examination, study","Noun –ketelpattern, masculine"
סְקִירָה,skira,ס - ק - ר,"survey, review, study, investigation, poll; description, summary","Noun –ktilapattern, feminine"
